review_id,decision,basis,generator_enabled,usage_class,district_pool,season_pool,selection_weight,category,role,pack,asset_name,asset_class,object_path,source_score,notes
M0063,APPROVED,AUTO_POLICY,true,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.89,debris_rubble,DEBRIS_RUBBLE,Scene_UnfinishedBuilding,SM_Ind_Con_Pile_Rubble_Gravel_Patch_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Con_Pile_Rubble_Gravel_Patch_01/SM_Ind_Con_Pile_Rubble_Gravel_Patch_01.SM_Ind_Con_Pile_Rubble_Gravel_Patch_01,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0064,APPROVED,AUTO_POLICY,true,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.89,debris_rubble,DEBRIS_RUBBLE,Scene_UnfinishedBuilding,SM_Ind_Con_Storeage_Sack_Debris_M_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Con_Storeage_Sack_Debris_M_01/SM_Ind_Con_Storeage_Sack_Debris_M_01.SM_Ind_Con_Storeage_Sack_Debris_M_01,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0065,APPROVED,AUTO_POLICY,true,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.89,debris_rubble,DEBRIS_RUBBLE,Scene_UnfinishedBuilding,SM_Ind_Rub_Debris_Concrete_S_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_01/SM_Ind_Rub_Debris_Concrete_S_01.SM_Ind_Rub_Debris_Concrete_S_01,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0066,RESERVE,AUTO_POLICY,false,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,debris_rubble,DEBRIS_RUBBLE,Scene_UnfinishedBuilding,SM_Ind_Rub_Debris_Concrete_S_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_02/SM_Ind_Rub_Debris_Concrete_S_02.SM_Ind_Rub_Debris_Concrete_S_02,42,Kept as deterministic reserve for visual variety or district-specific dressing.
M0067,RESERVE,AUTO_POLICY,false,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,debris_rubble,DEBRIS_RUBBLE,Scene_UnfinishedBuilding,SM_Ind_Rub_Debris_Concrete_S_03,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_03/SM_Ind_Rub_Debris_Concrete_S_03.SM_Ind_Rub_Debris_Concrete_S_03,42,Kept as deterministic reserve for visual variety or district-specific dressing.
M0068,APPROVED,AUTO_POLICY,true,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.89,debris_rubble,DEBRIS_RUBBLE,Scene_UnfinishedBuilding,SM_Ind_Rub_Pile_Debris_Concrete_M_05,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Debris_Concrete_M_05/SM_Ind_Rub_Pile_Debris_Concrete_M_05.SM_Ind_Rub_Pile_Debris_Concrete_M_05,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0069,APPROVED,AUTO_POLICY,true,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.89,debris_rubble,DEBRIS_RUBBLE,Scene_UnfinishedBuilding,SM_Ind_Rub_Pile_Debris_Gravel_M_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Debris_Gravel_M_01/SM_Ind_Rub_Pile_Debris_Gravel_M_01.SM_Ind_Rub_Pile_Debris_Gravel_M_01,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0070,APPROVED,AUTO_POLICY,true,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.89,debris_rubble,DEBRIS_RUBBLE,Street_Props_Pack_V1,SM_Trash,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Trash.SM_Trash,40,Selected by deterministic production policy: high source score and variant-family diversity.
M0071,RESERVE,AUTO_POLICY,false,DESTRUCTION_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,debris_rubble,DEBRIS_RUBBLE,Street_Props_Pack_V1,SM_Trash_2,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Trash_2.SM_Trash_2,40,Kept as deterministic reserve for visual variety or district-specific dressing.
M0072,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.90,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Block_Cinder_Concrete_Chipped_02/SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02.SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02,50,Selected by deterministic production policy: high source score and variant-family diversity.
M0073,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Block_Cinder_Concrete_Chipped_03/SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03.SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03,50,Kept as deterministic reserve for visual variety or district-specific dressing.
M0074,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.90,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_Rub_Pile_Concrete_M_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Concrete_M_01/SM_Ind_Rub_Pile_Concrete_M_01.SM_Ind_Rub_Pile_Concrete_M_01,50,Selected by deterministic production policy: high source score and variant-family diversity.
M0075,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_Rub_Pile_Concrete_M_05,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Concrete_M_05/SM_Ind_Rub_Pile_Concrete_M_05.SM_Ind_Rub_Pile_Concrete_M_05,50,Kept as deterministic reserve for visual variety or district-specific dressing.
M0076,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_Unf_Wire,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Blueprints/Ind_Unf_Wire/SM_Ind_Unf_Wire.SM_Ind_Unf_Wire,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0077,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_Unf_GlowPlane_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Custom/Inf_Unf_GlowPlane/SM_Ind_Unf_GlowPlane_01.SM_Ind_Unf_GlowPlane_01,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0078,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_Fac_Container_Drum_Metal_Worn_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Fac_Container_Drum_Metal_Worn_02/SM_Ind_Fac_Container_Drum_Metal_Worn_02.SM_Ind_Fac_Container_Drum_Metal_Worn_02,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0079,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_War_Storage_Pallet_Wood_Worn_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Pallet_Wood_Worn_01/SM_Ind_War_Storage_Pallet_Wood_Worn_01.SM_Ind_War_Storage_Pallet_Wood_Worn_01,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0080,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_02/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02,42,Selected by deterministic production policy: high source score and variant-family diversity.
M0081,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_04/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04,42,Kept as deterministic reserve for visual variety or district-specific dressing.
M0082,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_05/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05,42,Kept as deterministic reserve for visual variety or district-specific dressing.
M0083,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Splitter_Wall2,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Splitter_Wall2.Splitter_Wall2,39,Selected by deterministic production policy: high source score and variant-family diversity.
M0084,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Tile_10MWall,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Tile_10MWall.Tile_10MWall,39,Selected by deterministic production policy: high source score and variant-family diversity.
M0085,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_DisplayFrame_Corner,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner.SM_DisplayFrame_Corner,36,Selected by deterministic production policy: high source score and variant-family diversity.
M0086,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_DisplayFrame_Corner_Bottom,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner_Bottom.SM_DisplayFrame_Corner_Bottom,36,Selected by deterministic production policy: high source score and variant-family diversity.
M0087,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_DisplayFrame_Corner_Top,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner_Top.SM_DisplayFrame_Corner_Top,36,Selected by deterministic production policy: high source score and variant-family diversity.
M0088,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_DisplayFrame_Side,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side.SM_DisplayFrame_Side,36,Selected by deterministic production policy: high source score and variant-family diversity.
M0089,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_DisplayFrame_Side_Bottom,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side_Bottom.SM_DisplayFrame_Side_Bottom,36,Selected by deterministic production policy: high source score and variant-family diversity.
M0090,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.89,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,SM_DisplayFrame_Side_Top,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side_Top.SM_DisplayFrame_Side_Top,36,Selected by deterministic production policy: high source score and variant-family diversity.
M0091,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.88,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Display_Corner_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Corner_B.Display_Corner_B,31,Selected by deterministic production policy: high source score and variant-family diversity.
M0092,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Display_Corner_C,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Corner_C.Display_Corner_C,31,Kept as deterministic reserve for visual variety or district-specific dressing.
M0093,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.88,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Display_Curve_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Curve_B.Display_Curve_B,31,Selected by deterministic production policy: high source score and variant-family diversity.
M0094,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Display_Curve_C,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Curve_C.Display_Curve_C,31,Kept as deterministic reserve for visual variety or district-specific dressing.
M0095,APPROVED,AUTO_POLICY,true,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.88,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Display_EdgeCurve_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_EdgeCurve_B.Display_EdgeCurve_B,31,Selected by deterministic production policy: high source score and variant-family diversity.
M0097,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Display_Main_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Main_B.Display_Main_B,31,Kept as deterministic reserve for visual variety or district-specific dressing.
M0099,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Display_Side_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Side_B.Display_Side_B,31,Kept as deterministic reserve for visual variety or district-specific dressing.
M0101,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Pipe,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Pipe.Pipe,31,Kept as deterministic reserve for visual variety or district-specific dressing.
M0102,RESERVE,AUTO_POLICY,false,RUIN_MODULE,SUMMER;AUTUMN;WINTER,SUMMER;AUTUMN;WINTER,0.35,ruin_general,RUIN_MODULE,Scene_UnfinishedBuilding,Podium_01,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Podium_01.Podium_01,31,Kept as deterministic reserve for visual variety or district-specific dressing.
M0104,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehVan_vehicle01,StaticMesh,/Game/CitySampleVehicles/vehicle01_Van/Mesh/SM_All_Trans_vehVan_vehicle01.SM_All_Trans_vehVan_vehicle01,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0105,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehCar_vehicle02,StaticMesh,/Game/CitySampleVehicles/vehicle02_Car/Mesh/SM_All_Trans_vehCar_vehicle02.SM_All_Trans_vehCar_vehicle02,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0106,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehCar_vehicle03,StaticMesh,/Game/CitySampleVehicles/vehicle03_Car/Mesh/SM_All_Trans_vehCar_vehicle03.SM_All_Trans_vehCar_vehicle03,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0107,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehTruck_vehicle04,StaticMesh,/Game/CitySampleVehicles/vehicle04_Truck/Mesh/SM_All_Trans_vehTruck_vehicle04.SM_All_Trans_vehTruck_vehicle04,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0108,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehCar_vehicle05,StaticMesh,/Game/CitySampleVehicles/vehicle05_Car/Mesh/SM_All_Trans_vehCar_vehicle05.SM_All_Trans_vehCar_vehicle05,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0109,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehCar_vehicle06,StaticMesh,/Game/CitySampleVehicles/vehicle06_Car/Mesh/SM_All_Trans_vehCar_vehicle06.SM_All_Trans_vehCar_vehicle06,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0110,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehCar_vehicle07,StaticMesh,/Game/CitySampleVehicles/vehicle07_Car/Mesh/SM_All_Trans_vehCar_vehicle07.SM_All_Trans_vehCar_vehicle07,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0111,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_vehTruck_trailer01_Trans,StaticMesh,/Game/CitySampleVehicles/vehicle08_Trailer/Mesh/SM_vehTruck_trailer01_Trans.SM_vehTruck_trailer01_Trans,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0112,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehTruck_vehicle08,StaticMesh,/Game/CitySampleVehicles/vehicle08_Truck/Mesh/SM_All_Trans_vehTruck_vehicle08.SM_All_Trans_vehTruck_vehicle08,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0113,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehVan_vehicle09,StaticMesh,/Game/CitySampleVehicles/vehicle09_Van/Mesh/SM_All_Trans_vehVan_vehicle09.SM_All_Trans_vehVan_vehicle09,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0114,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_vehBus_vehicle10_Trans,StaticMesh,/Game/CitySampleVehicles/vehicle10_Bus/Mesh/SM_vehBus_vehicle10_Trans.SM_vehBus_vehicle10_Trans,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0115,APPROVED,AUTO_POLICY,true,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.90,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehTruck_vehicle11,StaticMesh,/Game/CitySampleVehicles/vehicle11_Truck/Mesh/SM_All_Trans_vehTruck_vehicle11.SM_All_Trans_vehTruck_vehicle11,46,Selected by deterministic production policy: high source score and variant-family diversity.
M0116,RESERVE,AUTO_POLICY,false,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehCar_vehicle12,StaticMesh,/Game/CitySampleVehicles/vehicle12_Car/Mesh/SM_All_Trans_vehCar_vehicle12.SM_All_Trans_vehCar_vehicle12,46,Kept as deterministic reserve for visual variety or district-specific dressing.
M0117,RESERVE,AUTO_POLICY,false,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,vehicle,VEHICLE,CitySampleVehicles,SM_All_Trans_vehCar_vehicle13,StaticMesh,/Game/CitySampleVehicles/vehicle13_Car/Mesh/SM_All_Trans_vehCar_vehicle13.SM_All_Trans_vehCar_vehicle13,46,Kept as deterministic reserve for visual variety or district-specific dressing.
M0118,RESERVE,AUTO_POLICY,false,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,vehicle,VEHICLE,CitySampleVehicles,lightBar_01_trans,StaticMesh,/Game/CitySampleVehicles/vehicle13_Car/Mesh/Transparent/lightBar_01_trans.lightBar_01_trans,41,Kept as deterministic reserve for visual variety or district-specific dressing.
M0119,RESERVE,AUTO_POLICY,false,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,vehicle,VEHICLE,CitySampleVehicles,SKM_vehVan_vehicle01,SkeletalMesh,/Game/CitySampleVehicles/vehicle01_Van/Mesh/SKM_vehVan_vehicle01.SKM_vehVan_vehicle01,39,Kept as deterministic reserve for visual variety or district-specific dressing.
M0120,RESERVE,AUTO_POLICY,false,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,vehicle,VEHICLE,CitySampleVehicles,SKM_vehCar_vehicle02,SkeletalMesh,/Game/CitySampleVehicles/vehicle02_Car/Mesh/SKM_vehCar_vehicle02.SKM_vehCar_vehicle02,39,Kept as deterministic reserve for visual variety or district-specific dressing.
M0121,RESERVE,AUTO_POLICY,false,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,vehicle,VEHICLE,CitySampleVehicles,SKM_vehCar_vehicle03,SkeletalMesh,/Game/CitySampleVehicles/vehicle03_Car/Mesh/SKM_vehCar_vehicle03.SKM_vehCar_vehicle03,39,Kept as deterministic reserve for visual variety or district-specific dressing.
M0122,RESERVE,AUTO_POLICY,false,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,vehicle,VEHICLE,CitySampleVehicles,SKM_vehTruck_vehicle04,SkeletalMesh,/Game/CitySampleVehicles/vehicle04_Truck/Mesh/SKM_vehTruck_vehicle04.SKM_vehTruck_vehicle04,39,Kept as deterministic reserve for visual variety or district-specific dressing.
M0123,RESERVE,AUTO_POLICY,false,VEHICLE_DRESSING,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,vehicle,VEHICLE,CitySampleVehicles,SKM_vehCar_vehicle05,SkeletalMesh,/Game/CitySampleVehicles/vehicle05_Car/Mesh/SKM_vehCar_vehicle05.SKM_vehCar_vehicle05,39,Kept as deterministic reserve for visual variety or district-specific dressing.
