review_id,kind,category,pack,review_state,asset_name,asset_class,object_path,source_score,source_score_reasons
M0087,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_DisplayFrame_Corner_Top,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner_Top.SM_DisplayFrame_Corner_Top,36,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;penalty:demo;normal_path_depth
M0088,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_DisplayFrame_Side,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side.SM_DisplayFrame_Side,36,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;penalty:demo;normal_path_depth
M0089,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_DisplayFrame_Side_Bottom,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side_Bottom.SM_DisplayFrame_Side_Bottom,36,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;penalty:demo;normal_path_depth
M0090,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_DisplayFrame_Side_Top,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side_Top.SM_DisplayFrame_Side_Top,36,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;penalty:demo;normal_path_depth
M0091,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_Corner_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Corner_B.Display_Corner_B,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0092,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_Corner_C,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Corner_C.Display_Corner_C,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0093,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_Curve_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Curve_B.Display_Curve_B,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0094,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_Curve_C,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Curve_C.Display_Curve_C,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0095,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_EdgeCurve_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_EdgeCurve_B.Display_EdgeCurve_B,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0096,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_EdgeCurve_C,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_EdgeCurve_C.Display_EdgeCurve_C,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0097,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_Main_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Main_B.Display_Main_B,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0098,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_Main_C,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Main_C.Display_Main_C,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0099,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_Side_B,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Side_B.Display_Side_B,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0100,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Display_Side_C,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Side_C.Display_Side_C,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0101,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Pipe,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Pipe.Pipe,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0102,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Podium_01,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Podium_01.Podium_01,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0103,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Podium_02,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Podium_02.Podium_02,31,keyword:unfinished;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0104,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehVan_vehicle01,StaticMesh,/Game/CitySampleVehicles/vehicle01_Van/Mesh/SM_All_Trans_vehVan_vehicle01.SM_All_Trans_vehVan_vehicle01,46,keyword:van;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0105,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehCar_vehicle02,StaticMesh,/Game/CitySampleVehicles/vehicle02_Car/Mesh/SM_All_Trans_vehCar_vehicle02.SM_All_Trans_vehCar_vehicle02,46,keyword:car;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0106,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehCar_vehicle03,StaticMesh,/Game/CitySampleVehicles/vehicle03_Car/Mesh/SM_All_Trans_vehCar_vehicle03.SM_All_Trans_vehCar_vehicle03,46,keyword:car;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0107,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehTruck_vehicle04,StaticMesh,/Game/CitySampleVehicles/vehicle04_Truck/Mesh/SM_All_Trans_vehTruck_vehicle04.SM_All_Trans_vehTruck_vehicle04,46,keyword:truck;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0108,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehCar_vehicle05,StaticMesh,/Game/CitySampleVehicles/vehicle05_Car/Mesh/SM_All_Trans_vehCar_vehicle05.SM_All_Trans_vehCar_vehicle05,46,keyword:car;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0109,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehCar_vehicle06,StaticMesh,/Game/CitySampleVehicles/vehicle06_Car/Mesh/SM_All_Trans_vehCar_vehicle06.SM_All_Trans_vehCar_vehicle06,46,keyword:car;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0110,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehCar_vehicle07,StaticMesh,/Game/CitySampleVehicles/vehicle07_Car/Mesh/SM_All_Trans_vehCar_vehicle07.SM_All_Trans_vehCar_vehicle07,46,keyword:car;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0111,MESH,vehicle,CitySampleVehicles,PENDING,SM_vehTruck_trailer01_Trans,StaticMesh,/Game/CitySampleVehicles/vehicle08_Trailer/Mesh/SM_vehTruck_trailer01_Trans.SM_vehTruck_trailer01_Trans,46,keyword:truck;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0112,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehTruck_vehicle08,StaticMesh,/Game/CitySampleVehicles/vehicle08_Truck/Mesh/SM_All_Trans_vehTruck_vehicle08.SM_All_Trans_vehTruck_vehicle08,46,keyword:truck;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0113,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehVan_vehicle09,StaticMesh,/Game/CitySampleVehicles/vehicle09_Van/Mesh/SM_All_Trans_vehVan_vehicle09.SM_All_Trans_vehVan_vehicle09,46,keyword:van;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0114,MESH,vehicle,CitySampleVehicles,PENDING,SM_vehBus_vehicle10_Trans,StaticMesh,/Game/CitySampleVehicles/vehicle10_Bus/Mesh/SM_vehBus_vehicle10_Trans.SM_vehBus_vehicle10_Trans,46,keyword:bus;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0115,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehTruck_vehicle11,StaticMesh,/Game/CitySampleVehicles/vehicle11_Truck/Mesh/SM_All_Trans_vehTruck_vehicle11.SM_All_Trans_vehTruck_vehicle11,46,keyword:truck;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0116,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehCar_vehicle12,StaticMesh,/Game/CitySampleVehicles/vehicle12_Car/Mesh/SM_All_Trans_vehCar_vehicle12.SM_All_Trans_vehCar_vehicle12,46,keyword:car;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0117,MESH,vehicle,CitySampleVehicles,PENDING,SM_All_Trans_vehCar_vehicle13,StaticMesh,/Game/CitySampleVehicles/vehicle13_Car/Mesh/SM_All_Trans_vehCar_vehicle13.SM_All_Trans_vehCar_vehicle13,46,keyword:car;keyword:vehicle;static_mesh;preferred_vehicle_pack;mesh_naming;normal_path_depth
M0118,MESH,vehicle,CitySampleVehicles,PENDING,lightBar_01_trans,StaticMesh,/Game/CitySampleVehicles/vehicle13_Car/Mesh/Transparent/lightBar_01_trans.lightBar_01_trans,41,keyword:car;keyword:vehicle;static_mesh;preferred_vehicle_pack;normal_path_depth
M0119,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehVan_vehicle01,SkeletalMesh,/Game/CitySampleVehicles/vehicle01_Van/Mesh/SKM_vehVan_vehicle01.SKM_vehVan_vehicle01,39,keyword:van;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0120,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehCar_vehicle02,SkeletalMesh,/Game/CitySampleVehicles/vehicle02_Car/Mesh/SKM_vehCar_vehicle02.SKM_vehCar_vehicle02,39,keyword:car;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0121,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehCar_vehicle03,SkeletalMesh,/Game/CitySampleVehicles/vehicle03_Car/Mesh/SKM_vehCar_vehicle03.SKM_vehCar_vehicle03,39,keyword:car;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0122,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehTruck_vehicle04,SkeletalMesh,/Game/CitySampleVehicles/vehicle04_Truck/Mesh/SKM_vehTruck_vehicle04.SKM_vehTruck_vehicle04,39,keyword:truck;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0123,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehCar_vehicle05,SkeletalMesh,/Game/CitySampleVehicles/vehicle05_Car/Mesh/SKM_vehCar_vehicle05.SKM_vehCar_vehicle05,39,keyword:car;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0124,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehCar_vehicle06,SkeletalMesh,/Game/CitySampleVehicles/vehicle06_Car/Mesh/SKM_vehCar_vehicle06.SKM_vehCar_vehicle06,39,keyword:car;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0125,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehCar_vehicle07,SkeletalMesh,/Game/CitySampleVehicles/vehicle07_Car/Mesh/SKM_vehCar_vehicle07.SKM_vehCar_vehicle07,39,keyword:car;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0126,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehTruck_trailer01,SkeletalMesh,/Game/CitySampleVehicles/vehicle08_Trailer/Mesh/SKM_vehTruck_trailer01.SKM_vehTruck_trailer01,39,keyword:truck;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0127,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehTruck_vehicle08,SkeletalMesh,/Game/CitySampleVehicles/vehicle08_Truck/Mesh/SKM_vehTruck_vehicle08.SKM_vehTruck_vehicle08,39,keyword:truck;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0128,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehVan_vehicle09,SkeletalMesh,/Game/CitySampleVehicles/vehicle09_Van/Mesh/SKM_vehVan_vehicle09.SKM_vehVan_vehicle09,39,keyword:van;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0129,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehBus_vehicle10,SkeletalMesh,/Game/CitySampleVehicles/vehicle10_Bus/Mesh/SKM_vehBus_vehicle10.SKM_vehBus_vehicle10,39,keyword:bus;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0130,MESH,vehicle,CitySampleVehicles,PENDING,SKM_vehTruck_vehicle11,SkeletalMesh,/Game/CitySampleVehicles/vehicle11_Truck/Mesh/SKM_vehTruck_vehicle11.SKM_vehTruck_vehicle11,39,keyword:truck;keyword:vehicle;vehicle_skeletal_mesh;preferred_vehicle_pack;normal_path_depth
M0131,MESH,stairs_traversal,Scene_UnfinishedBuilding,PENDING,SM_Ind_Con_Stairs_Concrete_Worn_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Con_Stairs_Concrete_Worn_01/SM_Ind_Con_Stairs_Concrete_Worn_01.SM_Ind_Con_Stairs_Concrete_Worn_01,30,keyword:stair;keyword:stairs;static_mesh;mesh_naming;normal_path_depth
M0132,MESH,stairs_traversal,Scene_UnfinishedBuilding,PENDING,SM_Ind_Unf_StairBase_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Custom/Ind_Unf__StairBase_01/SM_Ind_Unf_StairBase_01.SM_Ind_Unf_StairBase_01,22,keyword:stair;static_mesh;mesh_naming;normal_path_depth
M0133,MESH,stairs_traversal,Scene_UnfinishedBuilding,PENDING,SM_Ind_Unf_StairBase_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Custom/Ind_Unf__StairBase_01/SM_Ind_Unf_StairBase_02.SM_Ind_Unf_StairBase_02,22,keyword:stair;static_mesh;mesh_naming;normal_path_depth
M0134,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHA_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHa_L1_A/Mesh/SM_BLDG_CHA_L01_A_Entrance_01_N1.SM_BLDG_CHA_L01_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0135,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHA_L02_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L2_A/Mesh/SM_BLDG_CHA_L02_A_Entrance_01_N1.SM_BLDG_CHA_L02_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0136,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHB_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/B/Kit_Bldg_CHB_L1_A/Mesh/SM_BLDG_CHB_L01_A_Entrance_01_N1.SM_BLDG_CHB_L01_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0137,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHB_L03_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/B/Kit_Bldg_CHB_L3_A/Mesh/SM_BLDG_CHB_L03_A_Entrance_01_N1.SM_BLDG_CHB_L03_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0138,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHB_L03_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/B/Kit_Bldg_CHB_L3_A/Mesh/SM_BLDG_CHB_L03_A_Entrance_02_N1.SM_BLDG_CHB_L03_A_Entrance_02_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0139,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHC_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/C/Kit_Bldg_CHC_L1_A/Mesh/SM_BLDG_CHC_L01_A_Entrance_01_N1.SM_BLDG_CHC_L01_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0140,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHC_L02_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/C/Kit_Bldg_CHC_L2_A/Mesh/SM_BLDG_CHC_L02_A_Entrance_01_N1.SM_BLDG_CHC_L02_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0141,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHC_L03_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/C/Kit_Bldg_CHC_L3_A/Mesh/SM_BLDG_CHC_L03_A_Entrance_01_N1.SM_BLDG_CHC_L03_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0142,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHC_L05_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/C/Kit_Bldg_CHC_L5_A/Mesh/SM_BLDG_CHC_L05_A_Entrance_01_N1.SM_BLDG_CHC_L05_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0143,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHD_L1_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/D/Kit_Bldg_CHD_L1_A/Mesh/SM_BLDG_CHD_L1_A_Entrance_01_N1.SM_BLDG_CHD_L1_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0144,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHE_L1_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_01_N1.SM_BLDG_CHE_L1_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0145,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHE_L1_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_02_N1.SM_BLDG_CHE_L1_A_Entrance_02_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0146,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHE_L1_A_Entrance_03_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_03_N1.SM_BLDG_CHE_L1_A_Entrance_03_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0147,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHE_L1_A_Entrance_04_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_04_N1.SM_BLDG_CHE_L1_A_Entrance_04_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0148,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHE_L1_A_Entrance_05_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_05_N1.SM_BLDG_CHE_L1_A_Entrance_05_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0149,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHE_L1_A_Entrance_06_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_06_N1.SM_BLDG_CHE_L1_A_Entrance_06_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0150,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHE_L2_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L2_A/Mesh/SM_BLDG_CHE_L2_A_Entrance_02_N1.SM_BLDG_CHE_L2_A_Entrance_02_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0151,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHE_L2_A_Entrance_03_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L2_A/Mesh/SM_BLDG_CHE_L2_A_Entrance_03_N1.SM_BLDG_CHE_L2_A_Entrance_03_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0152,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHF_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/F/Kit_Bldg_CHF_L1_A/Mesh/SM_BLDG_CHF_L01_A_Entrance_01_N1.SM_BLDG_CHF_L01_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0153,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHF_L01_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/F/Kit_Bldg_CHF_L1_A/Mesh/SM_BLDG_CHF_L01_A_Entrance_02_N1.SM_BLDG_CHF_L01_A_Entrance_02_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0154,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHG_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/G/Kit_Bldg_CHG_L1_A/Mesh/SM_BLDG_CHG_L01_A_Entrance_01_N1.SM_BLDG_CHG_L01_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0155,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHI_L1_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/I/Kit_Bldg_CHI_L1_A/Mesh/SM_BLDG_CHI_L1_A_Entrance_01_N1.SM_BLDG_CHI_L1_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0156,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHI_L1_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/I/Kit_Bldg_CHI_L1_A/Mesh/SM_BLDG_CHI_L1_A_Entrance_02_N1.SM_BLDG_CHI_L1_A_Entrance_02_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0157,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_CHJ_L1_A1_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/J/Kit_Bldg_CHJ_L1_A/Mesh/SM_BLDG_CHJ_L1_A1_Entrance_01_N1.SM_BLDG_CHJ_L1_A1_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0158,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_NYA_L1_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_01_N1.SM_BLDG_NYA_L1_A_Entrance_01_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0159,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_NYA_L1_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_02_N1.SM_BLDG_NYA_L1_A_Entrance_02_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0160,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_NYA_L1_A_Entrance_03_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_03_N1.SM_BLDG_NYA_L1_A_Entrance_03_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0161,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_NYA_L1_A_Entrance_04_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_04_N1.SM_BLDG_NYA_L1_A_Entrance_04_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0162,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_NYA_L1_A_Entrance_05_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_05_N1.SM_BLDG_NYA_L1_A_Entrance_05_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0163,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_NYA_L1_A_Entrance_06_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_06_N1.SM_BLDG_NYA_L1_A_Entrance_06_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
M0164,MESH,door_window,CitySampleBuildings,PENDING,SM_BLDG_NYA_L1_A_Entrance_13_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_13_N1.SM_BLDG_NYA_L1_A_Entrance_13_N1,32,keyword:entrance;static_mesh;preferred_city_pack;mesh_naming;normal_path_depth
